Node Operator,Total Network Penetration,direct,Stealth Pool,Ledger Live,Lido,Swell,Fireblocks,Enzyme,Coinbase,Rocketpool,StakeHound,Stader - Permissionless,Stader - Permissioned,StakeWise,Octant
Stader Labs,4.421995447555687e-06,0,0,0,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0
0x861c02906c1a57dbad3243c76cd124cd3789b282,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xd8f6dc95636ccb94953c7fda2056a5c6a89aa91d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xef22508c71a620f7af8389638b3ccdbd7d74a19f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3534f8ab9f7b412373d7d990ccc2f69ac04b2078,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5fb6f3a4be9f595c304f5458fe8e35b5ff55c728,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xee336ab74d0e8456385e510e6e70c6947450232d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1bba9700870b503af3a1b7b20b37a08a8634c516,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x0251087db65a3c736aead28f7e84dd1b30086517,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xd693843d937f7cfd7c091c873036353369df2115,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe81fcfecc8fc2048d31578d6c2e54dadc60c33a6,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5945459c5201e21ff409c9608600d0c0d5f91635,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1f6a96f59791c16bed6193565f47d8b392c4071a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x16e19be15a54dc3b5e9e0c6793a17d5a084ed465,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x386459715ed0a9b39da6752c75442da2e1adb459,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xfb8f29d43ef5db85a4f80afc63326fca4169c7c1,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf95c420d3dc0849143e19118d8d418f82045b57d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x4283e26874ba3f9cc492151740b034db7d662995,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x9177bd07ade07266b640c47374da4aa10536f0b2,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x521140587fa4a85a5c231c3bb10ad430673b7eff,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xfb328c8681a48d63fc7d57645d283fb0846e6db0,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xefcbf078e2f6ca44efb4f2fc0ce438c12445e351,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb5dbc1625b92d36d7f01d339fa1c17e0ab82552f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x8cbd3c6ba7c4446dc1aa62358e12cdec70559ed2,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe2b767cec073db25b35f7d562d15921d1dd4b8de,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xfa7ae9d9ff19d042ee9d969677ce34472b148861,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1f9f96d3731e65447c244c06f34ae809e357eed7,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf04579cc4f175d35445d23a18a7556ca34f7619e,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf3e73285cf17a890b6506ed002d8b021eccda453,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x72302c3f317c9a151875013265dde10833b82073,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3c5c2e460c92f98fe187e860511f6b8bf3f1ab55,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x58e4835cf8ebf3e0bc32c07d7e94fd7a433a6a1e,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3dc0dab1811dbd8e6fd3494a8c65b09e907ff66a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3ca42cb29f26b214ae6cfde4001012cdd2735c13,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xff3c7d3a7ff6bc929c0463ddb6ff99be2e9719f8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3dc99e74391f3a82e856a4fd413b04aa3b342858,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x12564728cd5f7c588c3b14cf3351ff5f9ed0bd98,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x9cc1987731fcc1c7824c4f30ed24373bbf0bd6eb,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
Brick Towers,4.421995447555687e-06,4.421995447555687e-06,0,0,0,0,0,0,0,0,0,0,0,0,0
0xeb830e3db80740e6d2f1de3dc16ba662496e0ef8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf56555c03bf0105c3ab2e9becdd5e50ea898e87f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x916a6584608211887aa7e135147783fd05d08ceb,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1c19d4f71257ef0f8ed59b8bfba655fbaa0cb96b,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x6b5ec608083b079a1b02843eb6ca86497b0fe42a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xdb345e8e0beb63f25318d43b0a4e831170b828a5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x0b17c0d8b2da40753c8302a71e7b7f3935dad585,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xd4082dfeb13e8c4c02a68cab6477ad7e37cfda81,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xa14a3b5b32bfa6f1beec2d26d4a5af36f392afb9,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x0e86d5f877191bc9696ff653cd4c7afafc8e88bf,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe5dcc6913df19eec25a7aca76476890d65efc728,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x32a9d4bec626ee17a8352a6aa7641b0e2f694f5d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x35c242277d5758b550764be7e8a6e0d7cef5102b,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xdbef206584d2b84b625c7d78067ae977f8ee1a29,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x692e039ccb724373a212f0ef7285ce860e988eb5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1bdbc903a30b6cbcf46c9aea76ee0ff52ce451e9,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x6483528f6d80c6f5e26e0d30d3da54d301b1bb25,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf8372cfdf6837f8d598400e3d6a5fe893b05d7fc,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x74ee22179fbe9c456535877254b40e9e081d6882,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1829f19524429a2edaf07bd13d1e47af19643d9b,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x36f16155cac97dc8b4654a6143a8b0d276a4963c,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x93c2583410d3b1d603de0763f773fd33f5bf1dc9,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xca16dd8bc25fb8c1061f49e243dc06f7b6e3de09,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe3a7d69f3d26eda204b29c01a6847de786b29693,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x7da0266517524fe3e0e7d2fab949aded6e41c513,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x9211868df1b533ec5d5539824f84c6f90b6497cf,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x774ba763ddcf88a1df6e01ad9915bf44d9c39da5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf1cb1e9f6c9190cf5c0f2ce7c162e96e7e6d153c,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x0eb166575436c2187fc28ae1415941108769a416,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x126a5d4624cb6ccddfd0694ee4d74c9522f6e3cd,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x9bc1b821cec91dc600244d973ed99527f2b05de1,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3909ef75ffab561c1b958dbbe36773a22cc7ecf5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb013b41bdef3fed6cde651e9f2bc2ffd2238bad4,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xed40002f46d76224e44e314a19b2e053e55c4e17,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xdf194c0807f4109c823a1c7f62e9f1126caa0b0b,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x326e9b471bda976fd9764bb3cc0c36f2586356e1,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x59e3c89105161c19f2883844f87e4478c0f62e4c,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3fb49da5f6cbe228abd3b1c64e2ee6df9ec918ea,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x73e813dfc073768a1a586d2758f8be7310d6dcb9,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5dad4c1c3ba6dd275fe54178afdaeb27443932e8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x6feba0ee286bd5f6e1c7d2f11ff305f8ce6e61c0 - Stader,4.421995447555687e-06,0,0,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0
0x57d9e2f7e104ec3f8ea07bc2ccb7e6f44b7ecd93,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x62017253d88f94265675a9c91515ebcedf1eeeb6,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x28ddcec5b9ba716083c8bed86ef10fb53be3ee7f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x45e7576cc3e6d45f64a3906835a0bb5c4497e03e,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xae9933379fe73fc4e8616db4e6859cc6ca617e83,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3c80c0a64e6e491f390c30acc7114bb431dc17ac,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xdd66579d1af913a385c26bc21c1cc03afbc8c3fa,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe3f400ae7af807cee6df3e3299c74cbcf7322910,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x22e265907dd9e7a4d2b28671035faa952c1d8ce5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x68da5d38ca970d8d313e1441d9afc7bff2ff3664,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb745eeda2db353a3e649a3774fa759533caf49f8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x472e520e18a704971647db94cb2833e8f6ddcb71,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x7f2764c81a9b41ed2c10685a4b1dfdadbfa14d49,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb06d5b188500d83671c8544c6fa269e0fd6d9065,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe4fd59ff541f8b06037218070a16515b4306de8d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x2a5af9a06c770f62a05c6d693fce8a13567ad999,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x7ca610a167c6c2f5e49e5515b8edab816b3f6b9d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x262c0b32067222f4bf785312f9b91b39385afbd5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x7486a3a5d5e744b2bc3d781f0cce7df196b3ed74,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xe35854cde18a3cc4706134b4850dd861a55b9a30,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x80843a31f4ee9474c4b57881eb7856b200205901,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x08c19906f229c0d4f42c8751d57dc07ffaa61f56,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf6d81c0953c517535f7630e65fa083164ac1847a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x0e67134f64982b43234354cad18ca2aa63f7540f,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xfcc28f90df84d78c49d310ceeddd4f96aacbb724,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x80242b426d0ec426bacad13074cd7e5600c2df27,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb766027179515e9f74927ee0b0fbfae069419d92 - Stader,4.421995447555687e-06,0,0,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0
0xb98e8f499d8027c4dfd0c9ec28aae31dbf19b1b4,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x68c994c7c7bacd5588c81156bb821139ab8a42d0,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x40960b6b0b59cb11279e7395bcab6be96fb4215a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5d55f5453619d9df806f9a9cb2986a919b4882d1,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1c2d2c2258c522bece4e027b1088b26c131ac98a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xceb90b4f80f585dced3b9a5fc7b28485cad15cb4,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x8657b0306babb55cd12b0b35a885a53894d612a8,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x4ca58b27e7ea76b982062fcbae5a8a2c88f58ce0,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3bba59e0ba36c39668f1d2907d24125b3f7a6d0e,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x063fd551870a5089726d6836537ae08ecc97f6e0,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x7a24b9acd16d4f17d1f5ee5539dae216ef310538,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xff886445598d9427ce2c9b356fa662029e8d4281,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xd268f7053c76093dcd85b0d4dc881ccf5e6b1b1e,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x4c47c6ece687cb6493dc9bf0fb51cdc04b6183c5,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x30a93a7f163b1238ddbad0470a0f0de4b7d73103,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1ebb2ab70b38037d1ae40fb6aba75150942cbc63,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x18fc902c06c7addd442baa78712ee4e6907b930a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x6e7911ec0502064284cc9edaf4bf806e07d4a18c,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5944923fdc54737697d3b3db1c494a8706a2f318,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5d2f38b454b83570ba77a377e598e4c3f019f1f1,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x3ddbe4c44eee6fb807c483c8b3a7fb6ad330ba36,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x79dd896198b120558da78f1a1289e6dacec91f0d,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xf21dfc9a4e952acdc4f0eb5c470aea26912dd066,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x1033ae1dcbf87beb6dd278cf943b8ab33cd07bdd,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x2c1ec76e2fb8b8f070b4687c122e8dee0ec79a63,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xc6e70913be9cdaa9ea31617a21ed31adb294be6b,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0xb0a32187cbcdcae927557a054c6895861b6e92fd,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x12a34778e291a8591dd617285af5ca8f80cd867a,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x61051221dd39e2da825a091bf787f22b753cf5dd,4.421995447555687e-06,0,0,0,0,0,0,0,0,4.421995447555687e-06,0,0,0,0,0
0x5675f236393b6b78c0d206de6d3b40e7cbf39898,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xb877971a8fdd54640a1a4b0bbabbe8bfa9adf985,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x0c74882b55047229f1ef11b08205904c465a3f73,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x3037f21f608c551fbdc039900f675a9ade7ee558 - Stader,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0x39635098bb4ba04388508e1ed1dacf18b372d525,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xf42b1d47102afa69104ed1b57735b91d89626974,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x1bb9aab733d81f76644c60056c12384382a56bc7,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xa37600b08750dd757e4d49d11e6a0e88840c92fa,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xfd73b3f24141e87844c0845f9e589bdd452c60b4 - Stader,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0x795b4d5aba640832b7321097363e5cfaf6a9d560,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
Blockshard,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0x6919ef5a60386c3389307271ff2fb489eecd523d,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x44db3af9aecd8c925a56885443ee259a31cdb3c4,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x98f1cbe2b0e407d319bc8f954b5ad80f25520d8f,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x425ad8d56bb3cc0ef8e5409dc22bbe1af57e0fc2,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xdcf887c7a4aba6c63bf0ebff068daf7884928630 - Stader,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0xad2bf569034a0006ac13a5cfb3bb56320fa87d4e,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x33acc09e0faaa257e8a4c706dcaec5ceefac4329,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x0d2dffdaaa8cebc8a571f72cee303528f908d090,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xc6c06a3ff87e3cf1030a0c4a98f2108ef2ee5dd9,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x1af9b9aa8f5a051e0cc0dd5b9b098b86bef12d0d,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xcdc2b0098146c1be7182fbc0e04dbb66c099ebd7,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xc8998455cb2584d8489c2bd280e2a4d5e977b738,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x24a6bb2261e5e818e59aa47b43acb68eae7f074f - Stader,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0xa6dfd9ab8cdfa0678bff85bd7e98864b886b0acd,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xfbcea0038df5514289e8b9c7514da2c4f1ad8516,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xe9ca9538f3adb28d1af8a0fda9aa8aed1a636d3d,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x4b9e0bab3f8b769abaae4944b592a801f5d255dd,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xb3d189f20d75b7362929f2d80d9933c3a9a4eb0a,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x51980ec616652b7b17c36f25bfe039ba0f97f5c1,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x616d8ef0ff938025bbc60048625b9a5bd792a90e,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xfd6d50cdefe5d5097a5ca49d276e8af2c8c12fc7,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x0953def45621c946caf69213347446ff2072c2b8,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xfc49f773756eabb2680fd505916c2a93b65b465b,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x84737de94ffb1cea379215d919e848ff9021df12,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x8e827814d5d86be1dc648a2e5fe9ab4872046abd,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x669a8a822b30cf01243af5dba6eb911e99e86ca4,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xf4d93a6ea46032b2fa1e2a8af795fd78e8bee932,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x4070af5ff1e6112438a2fc818a9d1fcb647fc83d,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xf34007be7d0a8c8956b5418e75984405cd14efe0,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0xdaeebde17fad8b6fbfbf4bfd582e5661ee1520cb - Stader,3.316496585666765e-06,0,0,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0
0xef47536d66255b9c05938768d2dae4a69787f6e1,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
0x5fd56780b491eba06f148e464ee3ca48cb0f93e8,3.316496585666765e-06,0,0,0,0,0,0,0,0,3.316496585666765e-06,0,0,0,0,0
