index,country_code,client_name,isp_alias,att_subnets
1404,FI,lighthouse,Hetzner Online GmbH,8
1405,US,prysm,Spectrum,8
1406,CA,prysm,Bell,8
1407,US,prysm,Comcast,8
1408,ES,prysm,Xtra Telecom S.A,8
1409,DE,prysm,Contabo GmbH,8
1410,US,lighthouse,Comcast,8
1411,US,prysm,Comcast,7
1412,CH,prysm,Init7 (Switzerland) Ltd.,7
1413,US,prysm,Comcast,7
1414,ES,prysm,Vodafone,7
1415,GB,prysm,Virgin Media Limited,7
1416,NL,prysm,ZIGGO,7
1417,US,lighthouse,Charter,7
1418,US,prysm,RCN,7
1419,US,prysm,Comcast,7
1420,US,prysm,Comcast,7
1421,CA,prysm,Bell,7
1422,TW,prysm,Chunghwa Telecom,7
1423,FR,prysm,OVH SAS,7
1424,CA,lighthouse,Rogers Communications Canada Inc.,7
1425,US,prysm,Comcast,7
1426,US,prysm,RCN,7
1427,US,prysm,RCN,7
1428,US,prysm,Charter,7
1429,AU,prysm,Aussie Broadband,7
1430,US,prysm,Verizon,7
1431,PL,lighthouse,Host4Biz sp. z o.o.,7
1432,TW,prysm,Chunghwa Telecom,7
1433,US,prysm,Comcast,7
1434,FI,prysm,Hetzner Online GmbH,7
1435,DE,prysm,netcup GmbH,7
1436,TW,prysm,Chunghwa Telecom,7
1437,US,prysm,Comcast,7
1438,US,prysm,Verizon,7
1439,US,prysm,Amazon,7
1440,GR,prysm,UPATRAS,7
1441,ES,prysm,Ono,7
1442,DE,nimbus,netcup GmbH,7
1443,US,prysm,Verizon,7
1444,US,lighthouse,Comcast,7
1445,US,prysm,Frontier,7
1446,AT,prysm,SALZBURG-AG,7
1447,GB,prysm,IDNET tertiary address,7
1448,AT,lighthouse,UPC AT,7
1449,ES,prysm,Ono,7
1450,US,prysm,Wholesail networks LLC,7
1451,GB,prysm,IDNET tertiary address,7
1452,US,prysm,AT&T,7
1453,DE,prysm,Hetzner Online GmbH,7
1454,US,prysm,Comcast,7
1455,US,prysm,Comcast,7
1456,ES,prysm,Comunitel Global,7
1457,TW,prysm,Chunghwa Telecom,7
1458,US,prysm,Verizon,7
1459,US,prysm,Charter,7
1460,US,prysm,Verizon,7
1461,US,prysm,Verizon,7
1462,ES,nimbus,Telefonica,7
1463,ES,prysm,Vodafone,6
1464,US,nimbus,Google Fiber,6
1465,TW,lighthouse,Chunghwa Telecom,6
1466,US,prysm,Frontier,6
1467,CH,prysm,Swisscom (Schweiz) AG - Bluewin,6
1468,NL,lighthouse,Vodafone,6
1469,IL,prysm,BEZEQINT,6
1470,US,prysm,Tier.Net Technologies LLC,6
1471,NL,prysm,KPN B.V.,6
1472,CA,prysm,OVH SAS,6
1473,US,prysm,Frontier,6
1474,IL,nimbus,Partner Communications Ltd.,6
1475,US,lighthouse,Comcast,6
1476,DE,teku,Contabo GmbH,6
1477,DE,prysm,Contabo GmbH,6
1478,DE,nimbus,EWE TEL,6
1479,US,prysm,Verizon,6
1480,HU,prysm,TARR Ltd.,6
1481,DE,prysm,Deutsche Telekom,6
1482,RU,prysm,Fortex Cjsc,6
1483,US,lighthouse,Charter,6
1484,DE,prysm,Hetzner Online GmbH,6
1485,DE,prysm,Deutsche Telekom,6
1486,AT,prysm,ANX,6
1487,DE,prysm,Deutsche Telekom,6
1488,FI,prysm,Hetzner Online GmbH,6
1489,US,prysm,TeraSwitch,6
1490,FR,prysm,Orange,6
1491,RU,prysm,Uniontel ZAO network,6
1492,AT,lighthouse,oja.at GmbH,6
1493,AD,prysm,Andorra Telecom SAU,6
1494,US,lighthouse,Amazon,6
1495,DE,nimbus,netcup GmbH,6
1496,FR,prysm,Orange,6
1497,US,prysm,Charter,6
1498,US,prysm,Verizon,6
1499,US,prysm,"Nubes, LLC",6
1500,DE,prysm,Deutsche Telekom,6
1501,RU,prysm,Uniontel ZAO network,6
1502,US,prysm,Verizon,6
1503,CA,prysm,Bell,6
1504,US,teku,Longmont Power & Communications,6
1505,RU,prysm,ORTEL,6
1506,US,prysm,Verizon,6
1507,CH,prysm,Sunrise GmbH,6
1508,US,lighthouse,Verizon,6
1509,US,nimbus,Tachus Infrastructure LLC,6
1510,US,prysm,Verizon,6
1511,CH,prysm,Swisscom (Schweiz) AG - Bluewin,6
1512,HK,prysm,PCCW IMS Limited,5
1513,US,prysm,TDS TELECOM,5
1514,US,prysm,"Nubes, LLC",5
1515,US,prysm,Verizon,5
1516,KR,prysm,Amazon,5
1517,US,prysm,Verizon,5
1518,US,nimbus,CenturyLink,5
1519,CN,prysm,ChinaNet,5
1520,KR,prysm,SK Broadband Co Ltd,5
1521,DE,prysm,Hetzner Online GmbH,5
1522,AD,prysm,Andorra Telecom SAU,5
1523,US,prysm,Cable ONE,5
1524,RS,prysm,TELEKOM-SRBIJA,5
1525,AR,lighthouse,Telecom Argentina S.A,5
1526,LT,lighthouse,"Informacines sistemos ir technologijos, UAB",5
1527,CZ,lighthouse,Vodafone,5
1528,RU,prysm,CORBINA,5
1529,US,prysm,Wave Broadband,5
1530,DK,prysm,TDC Holding A/S,5
1531,TH,prysm,"United Information Highway Co., Ltd.",5
1532,RU,prysm,Fortex Cjsc,5
1533,NL,prysm,Vodafone,5
1534,US,prysm,Wholesail networks LLC,5
1535,ES,prysm,IPCOM,5
1536,ES,prysm,VODAFONE-NETWORK,5
1537,DE,prysm,netcup GmbH,5
1538,US,prysm,Verizon,5
1539,CA,prysm,Rogers Communications Canada Inc.,5
1540,AT,prysm,Liberty Global Operations B.V,5
1541,US,lighthouse,US Internet Corp,5
1542,US,prysm,Comcast,5
1543,DE,prysm,Deutsche Telekom,5
1544,DE,prysm,Deutsche Telekom,5
1545,US,prysm,Charter,5
1546,FR,prysm,OVH SAS,5
1547,NL,prysm,IP Volume inc,5
1548,SE,prysm,Bahnhof AB,5
1549,US,prysm,Comcast,5
1550,NL,teku,T-mobile Netherlands,5
1551,US,prysm,Wave Broadband,5
1552,DE,teku,OVH SAS,5
1553,US,prysm,Verizon,5
1554,GB,nimbus,Virgin Media Limited,5
1555,RU,prysm,"JSC ""Ufanet""",5
1556,US,prysm,Verizon,5
1557,US,prysm,Charter,5
1558,US,lighthouse,Frontier,5
1559,US,prysm,Wholesail networks LLC,5
1560,DK,nimbus,TDC Holding A/S,5
1561,GB,nimbus,Virgin Media Limited,5
1562,US,prysm,Alibaba.com LLC,5
1563,US,prysm,Charter,5
1564,RU,prysm,IZet-Telecom Ural,5
1565,PT,teku,PT Comunicacoes,5
1566,ES,prysm,Ono,5
1567,US,teku,Amazon,5
1568,US,prysm,G-Core Labs S.A.,5
1569,TH,prysm,"United Information Highway Co., Ltd.",5
1570,US,lighthouse,Amazon,5
1571,PL,prysm,MEVSPACE sp. z o.o.,5
1572,DE,prysm,Deutsche Telekom,5
1573,US,prysm,CenturyLink,5
1574,RU,prysm,CORBINA,5
1575,US,prysm,Comcast,5
1576,FI,prysm,Hetzner Online GmbH,5
1577,GB,prysm,VeloxServ Communications Ltd,5
1578,GB,lighthouse,Virgin Media,5
1579,FR,teku,France Telecom,5
1580,PL,prysm,OVH SAS,5
1581,US,nimbus,Webpass Inc.,5
1582,US,prysm,CenturyLink,5
1583,FR,teku,France Telecom,5
1584,DE,nimbus,netcup GmbH,5
1585,IT,lighthouse,Wind TRE S.P.A.,5
1586,US,prysm,"SBA Edge, LLC",5
1587,US,prysm,CenturyLink,5
1588,US,prysm,Comcast,5
1589,PT,lighthouse,NOS COMUNICACOES S.A,5
1590,RU,prysm,Uniontel ZAO network,5
1591,DE,prysm,Deutsche Telekom,5
1592,US,prysm,AT&T,5
1593,AR,prysm,Telefonica,4
1594,NL,prysm,Vodafone,4
1595,US,prysm,Comcast,4
1596,SG,lighthouse,OVH Hosting,4
1597,FR,prysm,OVH SAS,4
1598,DE,prysm,Deutsche Telekom,4
1599,US,prysm,Comcast,4
1600,NL,prysm,Netwerkvereniging Coloclue,4
1601,US,prysm,Frontier,4
1602,PT,nimbus,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A,4
1603,AU,lighthouse,SUPERLOOP (AUSTRALIA) PTY LTD,4
1604,CA,prysm,TELUS Communications Inc.,4
1605,RU,prysm,Joint Stock Company TransTeleCom,4
1606,DK,nimbus,TDC Holding A/S,4
1607,CH,prysm,Sunrise GmbH,4
1608,CH,prysm,Swisscom (Schweiz) AG,4
1609,US,prysm,Verizon,4
1610,US,prysm,Amazon,4
1611,US,prysm,"DigitalOcean, LLC",4
1612,DE,nimbus,Deutsche Telekom,4
1613,BY,prysm,Republican Unitary Telecommunication Enterprise Beltelecom,4
1614,FI,prysm,Hetzner Online GmbH,4
1615,SE,prysm,Tele2 Sverige AB,4
1616,AD,lighthouse,Andorra Telecom SAU,4
1617,BY,prysm,Republican Unitary Telecommunication Enterprise Beltelecom,4
1618,SG,teku,Amazon,4
1619,GB,prysm,Vodafone,4
1620,US,nimbus,Another Corporate ISP,4
1621,DE,nimbus,M-net,4
1622,EE,prysm,Telia Eesti AS,4
1623,US,teku,Amazon,4
1624,GB,nimbus,BT,4
1625,ES,lighthouse,Xtra Telecom S.A,4
1626,US,lighthouse,Cox,4
1627,JP,lighthouse,Contabo Asia Private Limited,4
1628,GB,prysm,Virgin Media Limited,4
1629,US,prysm,Comcast,4
1630,DE,nimbus,Deutsche Telekom,4
1631,SE,lighthouse,Telia Company AB,4
1632,US,prysm,AT&T,4
1633,NL,lighthouse,A2000 / Kabeltelevisie Amsterdam B.V.,4
1634,US,prysm,Cox,4
1635,US,prysm,Comcast,4
1636,US,prysm,Frontier,4
1637,US,lighthouse,Frontier,4
1638,US,prysm,Comcast,4
1639,SE,prysm,Bahnhof AB,4
1640,DE,nimbus,Vodafone,4
1641,CZ,prysm,Vodafone,4
1642,US,prysm,Cox,4
1643,DE,prysm,Hetzner Online GmbH,4
1644,GB,prysm,Sky UK Limited,4
1645,EE,prysm,Telia Eesti AS,4
1646,US,prysm,Google Fiber,4
1647,RO,prysm,UPC Romania,4
1648,US,lighthouse,OVH SAS,4
1649,US,prysm,AT&T,4
1650,US,prysm,Charter,4
1651,RU,prysm,provider LIR RU.INECO,4
1652,US,prysm,Comcast,4
1653,RU,prysm,MAXnet.ru Kaluga,4
1654,DE,prysm,Vodafone,4
1655,GR,teku,Tellas S.A,4
1656,AU,lighthouse,Cogent,4
1657,GB,lighthouse,BT,4
1658,GB,lighthouse,Virgin Media,4
1659,BG,nimbus,AltusHost B.V.,4
1660,ES,prysm,Telefonica,4
1661,US,prysm,Charter,4
1662,CA,prysm,TELUS Communications Inc.,4
1663,PL,prysm,MEVSPACE sp. z o.o.,4
1664,US,nimbus,"Akamai Technologies, Inc.",4
1665,RU,prysm,NCNET,4
1666,ES,prysm,Vodafone,4
1667,CH,prysm,Swisscom (Schweiz) AG,4
1668,US,prysm,Spectrum,4
1669,FR,prysm,France Telecom,4
1670,DE,nimbus,M-net,4
1671,AU,lighthouse,Cogent,4
1672,US,prysm,TDS TELECOM,4
1673,GB,lighthouse,TalkTalk,4
1674,US,prysm,Spectrum,4
1675,US,teku,Google LLC,4
1676,US,prysm,CenturyLink,4
1677,NL,prysm,Freedom Internet BV,4
1678,FR,lighthouse,France Telecom,4
1679,US,prysm,AT&T,4
1680,CH,lighthouse,iWay AG,4
1681,DE,prysm,1&1 Versatel,4
1682,US,prysm,Cox,4
1683,SG,prysm,Contabo Asia Private Limited,4
1684,IL,lighthouse,"""Bezeq""- THE ISRAEL TELECOMMUNICATION CORP. LTD.",4
1685,US,prysm,Comcast,4
1686,US,lighthouse,OVH SAS,4
1687,US,prysm,Cox,4
1688,DE,teku,Amazon,4
1689,NL,prysm,Vodafone,4
1690,US,lighthouse,Webpass Inc.,4
1691,DE,lighthouse,Deutsche Telekom,4
1692,SG,lighthouse,Contabo Asia Private Limited,4
1693,US,prysm,"WebNX, Inc.",3
1694,US,prysm,Cox,3
1695,NL,prysm,ZIGGO,3
1696,US,prysm,Cablevision Systems Corp.,3
1697,HU,lighthouse,DIGI Tavkozlesi es Szolgaltato Kft.,3
1698,US,prysm,Comcast,3
1699,AR,prysm,Telefonica,3
1700,US,lighthouse,Comcast,3
1701,DE,prysm,netcup GmbH,3
1702,CH,lighthouse,Salt Mobile,3
1703,FI,prysm,Hetzner Online GmbH,3
1704,US,lighthouse,CenturyLink,3
1705,DE,prysm,Strato AG,3
1706,CA,nimbus,Rogers Communications Canada Inc.,3
1707,US,prysm,"T-Mobile USA, Inc.",3
1708,AU,prysm,OVH Australia PTY LTD,3
1709,US,prysm,Charter,3
1710,JP,lighthouse,Matsusaka Cable-TV Station Inc.,3
1711,DE,nimbus,Deutsche Telekom,3
1712,JP,prysm,Sony Network Communications Inc,3
1713,TR,prysm,Contabo GmbH,3
1714,KR,lighthouse,LG POWERCOMM,3
1715,DE,prysm,Hetzner Online GmbH,3
1716,US,prysm,Cablevision Systems Corp.,3
1717,DE,lighthouse,Telefonica,3
1718,CH,prysm,Swisscom (Schweiz) AG - Bluewin,3
1719,US,prysm,Verizon,3
1720,DE,lighthouse,KomMITT-Ratingen GmbH,3
1721,US,prysm,Comcast,3
1722,US,prysm,AT&T,3
1723,US,prysm,Comcast,3
1724,ES,lighthouse,Telefonica,3
1725,ID,prysm,PT Pundi Mas Berjaya,3
1726,DE,teku,Allnodes Inc,3
1727,US,prysm,Wholesail networks LLC,3
1728,TH,prysm,True Internet,3
1729,CH,nimbus,Swisscom (Schweiz) AG - Bluewin,3
1730,IT,prysm,Revolution Provider SRL,3
1731,US,prysm,Charter,3
1732,DK,prysm,TDC Holding A/S,3
1733,US,lighthouse,Frontier,3
1734,DE,teku,Contabo GmbH,3
1735,CL,lighthouse,TELEFÓNICA CHILE S.A.,3
1736,DE,prysm,netcup GmbH,3
1737,US,prysm,Summit Broadband,3
1738,SE,teku,Amazon,3
1739,TR,prysm,Contabo GmbH,3
1740,KR,prysm,Korea Telecom,3
1741,SG,prysm,TeraSwitch,3
1742,FI,prysm,Hetzner Online GmbH,3
1743,US,prysm,Charter,3
1744,US,prysm,The Optimal Link Corporation,3
1745,DE,prysm,Strato AG,3
1746,FR,prysm,BOUYGUES Telecom,3
1747,BY,prysm,Republican Unitary Telecommunication Enterprise Beltelecom,3
1748,US,prysm,Frontier,3
1749,PT,prysm,Vodafone,3
1750,US,teku,Verizon,3
1751,DE,prysm,Hetzner Online GmbH,3
1752,DE,prysm,Strato AG,3
1753,KR,prysm,LG POWERCOMM,3
1754,AU,prysm,TPG,3
1755,DE,prysm,Strato AG,3
1756,US,prysm,Comcast,3
1757,AT,prysm,UPC Austria,3
1758,DE,prysm,Vodafone,3
1759,ES,prysm,Telefonica,3
1760,DE,prysm,Strato AG,3
1761,SE,prysm,Tele2 Sverige AB,3
1762,DE,prysm,Strato AG,3
1763,US,lighthouse,Verizon,3
1764,US,teku,Verizon,3
1765,DE,prysm,Strato AG,3
1766,US,teku,AT&T,3
1767,US,prysm,Comcast,3
1768,CN,prysm,China Unicom,3
1769,US,prysm,"Consolidated Communications, Inc.",3
1770,DE,prysm,Strato AG,3
1771,US,prysm,Cablevision Systems Corp.,3
1772,DE,prysm,Strato AG,3
1773,TR,prysm,Contabo GmbH,3
1774,US,prysm,Charter,3
1775,FI,prysm,Hetzner Online GmbH,3
1776,DE,prysm,1&1 Versatel,3
1777,KR,prysm,Korea Telecom,3
1778,FI,lighthouse,Hetzner Online GmbH,3
1779,US,prysm,Cox,3
1780,LT,prysm,Telia Lietuva,3
1781,DE,prysm,1&1 Versatel,3
1782,CA,lighthouse,Bell,3
1783,US,prysm,AT&T,3
1784,CZ,prysm,Vodafone,3
1785,US,lighthouse,Comcast,3
1786,AU,prysm,TPG,3
1787,FR,prysm,BOUYGUES Telecom,3
1788,US,prysm,Comcast,3
1789,US,prysm,Wholesail networks LLC,3
1790,US,prysm,Summit Broadband,3
1791,DE,prysm,Strato AG,3
1792,TR,prysm,Contabo GmbH,3
1793,NL,teku,"DigitalOcean, LLC",3
1794,CA,prysm,Bell,3
1795,LT,prysm,Telia Lietuva,3
1796,CA,prysm,OVH SAS,3
1797,AU,prysm,TPG,3
1798,CN,prysm,China Telecom,3
1799,CA,prysm,TELUS Communications Inc,3
1800,US,prysm,Comcast,3
1801,SG,prysm,"Singapore Telecommunications Ltd, Magix Services",3
1802,US,prysm,AT&T,3
1803,US,prysm,Charter,3
1804,DE,prysm,Strato AG,3
1805,US,lighthouse,Comcast,3
1806,FR,prysm,Proxad / Free SAS,3
1807,LT,prysm,Telia Lietuva,3
1808,US,prysm,Comcast,3
1809,ES,prysm,Uni2 XDSL customers YIF,3
1810,US,prysm,Cablevision Systems Corp.,3
1811,DE,prysm,Strato AG,3
1812,DE,prysm,Strato AG,3
1813,US,lighthouse,"Chequamegon Communications Cooperative, Inc.",3
1814,CN,prysm,China Unicom,3
1815,SG,prysm,"Singapore Telecommunications Ltd, Magix Services",3
1816,US,prysm,Google Fiber,3
1817,US,prysm,AT&T,3
1818,TH,prysm,True Internet,3
1819,CH,nimbus,Swisscom (Schweiz) AG - Bluewin,3
1820,US,teku,Charter,3
1821,ES,prysm,Uni2 XDSL customers YIF,3
1822,FR,lighthouse,Societe Francaise Du Radiotelephone - SFR SA,3
1823,DE,lighthouse,Vodafone,3
1824,DE,prysm,Strato AG,3
1825,CA,prysm,TELUS Communications Inc,3
1826,CH,lighthouse,Datapark AG,3
1827,DE,prysm,Strato AG,3
1828,US,prysm,Verizon,3
1829,US,prysm,Verizon,3
1830,US,prysm,Comcast,3
1831,BR,prysm,V tal,3
1832,DE,prysm,Contabo GmbH,3
1833,US,prysm,Cox,3
1834,KR,prysm,Korea Telecom,3
1835,DK,prysm,TDC Holding A/S,3
1836,US,prysm,AT&T,3
1837,US,prysm,Comcast,3
1838,HK,lighthouse,PCCW IMS Limited,3
1839,FI,lighthouse,Hetzner Online GmbH,3
1840,SG,prysm,"DigitalOcean, LLC",3
1841,CA,prysm,Bell,3
1842,NO,lighthouse,Blix Solutions,3
1843,CN,prysm,CNC Group CHINA169 Jiangxi Province Network,3
1844,DE,lighthouse,Stadtnetz Bamberg Gesellschaft fuer Telekommunikation mbH,3
1845,NL,prysm,Netwerkvereniging Coloclue,3
1846,PL,prysm,Uniwersytet Zielonogorski (University of Zielona Gora),3
1847,NO,prysm,Altibox,3
1848,CA,teku,OVH SAS,3
1849,DE,prysm,Hetzner Online GmbH,3
1850,SG,lighthouse,Contabo Asia Private Limited,3
1851,US,teku,Dedicated.com,3
1852,US,prysm,CenturyLink,3
1853,FI,lighthouse,Hetzner Online GmbH,3
1854,CA,nimbus,Saskatchewan Telecommunications,3
1855,DE,prysm,Strato AG,3
1856,NL,prysm,Vodafone,3
1857,CA,lighthouse,TELUS Communications Inc,3
1858,US,prysm,OVH SAS,3
1859,US,prysm,Comcast,3
1860,CA,prysm,TELUS Communications Inc,3
1861,SE,prysm,Telia Company AB,3
1862,DE,nimbus,Deutsche Telekom,3
1863,DE,prysm,Strato AG,3
1864,DE,prysm,Strato AG,3
1865,US,prysm,Verizon,3
1866,KR,prysm,SK Broadband Co Ltd,3
1867,US,prysm,Breezeline,3
1868,SK,prysm,FLP Kochenov Aleksej Vladislavovich,3
1869,ES,prysm,Uni2 XDSL customers YIF,3
1870,BE,prysm,Telenet operaties N.V.,3
1871,DE,prysm,Strato AG,3
1872,FR,prysm,SCALEWAY,3
1873,DE,prysm,Strato AG,3
1874,DE,prysm,Strato AG,3
1875,NL,prysm,Vodafone,3
1876,AU,lighthouse,Telstra Corporation Limited,3
1877,DE,prysm,Strato AG,3
1878,US,lighthouse,Frontier,3
1879,US,prysm,Comcast,3
1880,DE,prysm,Contabo GmbH,3
1881,CN,prysm,ChinaNet,3
1882,US,nimbus,Google Fiber,3
1883,LT,prysm,Telia Lietuva,3
1884,TR,prysm,Contabo GmbH,3
1885,NO,prysm,Altibox,3
